swarm_x,obesity,Tract,GEOID,Highlight
0.1067,21.2,Tract 232,36081023200,Other Queens tracts
-0.1159,21.2,Tract 548,36081054800,Other Queens tracts
0.1467,21.2,Tract 916.03,36081091603,Other Queens tracts
-0.15310000000000001,21.2,Tract 928,36081092800,Other Queens tracts
0.1627,21.2,Tract 117,36081011700,Other Queens tracts
-0.1691,21.2,Tract 125,36081012500,Other Queens tracts
0.1787,21.2,Tract 448,36081044800,Other Queens tracts
0.0284,21.1,Tract 251,36081025100,Other Queens tracts
-0.0461,21.1,Tract 991,36081099100,Other Queens tracts
0.0089,21,Tract 42,36081004200,Other Queens tracts
-0.0198,21,Tract 773,36081077300,Other Queens tracts
-0.0761,21,Tract 81,36081008100,Other Queens tracts
0.0923,21,Tract 1155,36081115500,Other Queens tracts
0.1323,21,Tract 697.01,36081069701,Other Queens tracts
-0.1388,21,Tract 297,36081029700,Other Queens tracts
-0.0605,20.9,Tract 309.06,36081030906,Other Queens tracts
0.0767,20.9,Tract 97,36081009700,Other Queens tracts
-0.1039,20.9,Tract 45,36081004500,Other Queens tracts
-0.0054,20.8,Tract 809,36081080900,Other Queens tracts
-0.0341,20.8,Tract 55,36081005500,Other Queens tracts
0.0573,20.8,Tract 779.03,36081077903,Other Queens tracts
0.0209,20.7,Tract 713.03,36081071303,Other Queens tracts
0.0417,20.7,Tract 799,36081079900,Other Queens tracts
0.1043,20.7,Tract 1163.01,36081116301,Other Queens tracts
0.1203,20.7,Tract 845,36081084500,Other Queens tracts
-0.1268,20.7,Tract 687,36081068700,Other Queens tracts
-0.0485,20.6,Tract 7.02,36081000702,Other Queens tracts
-0.0919,20.6,Tract 713.04,36081071304,Other Queens tracts
0.0066,20.5,Tract 120,36081012000,Other Queens tracts
-0.0221,20.5,Tract 1301,36081130100,Other Queens tracts
0.0692,20.5,Tract 721,36081072100,Other Queens tracts
-0.0763,20.5,Tract 671,36081067100,Other Queens tracts
0.09,20.5,Tract 71,36081007100,Other Queens tracts
-0.1935,20.5,Tract 243,36081024300,Other Queens tracts
-0.1148,20.4,Tract 464,36081046400,Other Queens tracts
0.1721,20.4,Tract 216.01,36081021601,Other Queens tracts
-0.1779,20.4,Tract 1167,36081116700,Other Queens tracts
-0.0078,20.3,Tract 123.01,36081012301,Other Queens tracts
0.0342,20.3,Tract 291,36081029100,Other Queens tracts
-0.0365,20.3,Tract 1291.03,36081129103,Other Queens tracts
0.0549,20.3,Tract 95,36081009500,Other Queens tracts
-0.062,20.3,Tract 1029,36081102900,Other Queens tracts
0.1336,20.3,Tract 1017,36081101700,Other Queens tracts
-0.1462,20.3,Tract 779.04,36081077904,Other Queens tracts
0.1565,20.3,Tract 309.03,36081030903,Other Queens tracts
-0.1622,20.3,Tract 1451.01,36081145101,Other Queens tracts
0.0185,20.2,Tract 51,36081005100,Other Queens tracts
0.102,20.2,Tract 922,36081092200,Other Queens tracts
-0.1004,20.2,Tract 472,36081047200,Other Queens tracts
0.118,20.2,Tract 1191,36081119100,Other Queens tracts
-0.1306,20.2,Tract 481,36081048100,Other Queens tracts
0.195,20.2,Tract 61,36081006100,Other Queens tracts
0.0825,20.1,Tract 505,36081050500,Other Queens tracts
-0.0848,20.1,Tract 747,36081074700,Other Queens tracts
0.0042,20,Tract 185.02,36081018502,Other Queens tracts
-0.0245,20,Tract 849.01,36081084901,Other Queens tracts
-0.05,20,Tract 997.05,36081099705,Other Queens tracts
0.0669,20,Tract 259,36081025900,Other Queens tracts
0.1806,20,Tract 981,36081098100,Other Queens tracts
-0.1864,20,Tract 683,36081068300,Other Queens tracts
0.0474,19.9,Tract 289,36081028900,Other Queens tracts
-0.0705,19.9,Tract 1123,36081112300,Other Queens tracts
0.149,19.9,Tract 1.01,36081000101,Other Queens tracts
-0.1547,19.9,Tract 769.01,36081076901,Other Queens tracts
0.165,19.9,Tract 267,36081026700,Other Queens tracts
-0.1707,19.9,Tract 44.01,36081004401,Other Queens tracts
-0.0102,19.8,Tract 1447,36081144700,Other Queens tracts
0.0318,19.8,Tract 797.02,36081079702,Other Queens tracts
0.0945,19.8,Tract 53,36081005300,Other Queens tracts
-0.1231,19.8,Tract 1085,36081108500,Other Queens tracts
0.1334,19.8,Tract 703,36081070300,Other Queens tracts
-0.1391,19.8,Tract 1129,36081112900,Other Queens tracts
0.0162,19.7,Tract 739,36081073900,Other Queens tracts
-0.1075,19.7,Tract 261,36081026100,Other Queens tracts
0.1178,19.7,Tract 741,36081074100,Other Queens tracts
-0.0425,19.6,Tract 889.02,36081088902,Other Queens tracts
0.0594,19.6,Tract 1551.04,36081155104,Other Queens tracts
-0.0585,19.6,Tract 556,36081055600,Other Queens tracts
0.0801,19.6,Tract 1617,36081161700,Other Queens tracts
-0.0919,19.6,Tract 1417,36081141700,Other Queens tracts
0.0018,19.5,Tract 1133,36081113300,Other Queens tracts
-0.0269,19.5,Tract 697.02,36081069702,Other Queens tracts
0.045,19.4,Tract 1193,36081119300,Other Queens tracts
-0.0776,19.4,Tract 471,36081047100,Other Queens tracts
0.1058,19.4,Tract 63,36081006300,Other Queens tracts
-0.0125,19.3,Tract 997.01,36081099701,Other Queens tracts
0.0294,19.3,Tract 452,36081045200,Other Queens tracts
-0.1274,19.3,Tract 459,36081045900,Other Queens tracts
0.1471,19.3,Tract 757.01,36081075701,Other Queens tracts
-0.1434,19.3,Tract 1621,36081162100,Other Queens tracts
0.1631,19.3,Tract 737,36081073700,Other Queens tracts
0.0138,19.2,Tract 939,36081093900,Other Queens tracts
0.0726,19.2,Tract 729,36081072900,Other Queens tracts
0.0915,19.2,Tract 7.01,36081000701,Other Queens tracts
-0.0449,19.1,Tract 1199,36081119900,Other Queens tracts
0.057,19.1,Tract 863,36081086300,Other Queens tracts
-0.0656,19.1,Tract 476,36081047600,Other Queens tracts
-5e-4,19,Tract 857,36081085700,Other Queens tracts
-0.0293,19,Tract 483.02,36081048302,Other Queens tracts
-0.0994,19,Tract 997.03,36081099703,Other Queens tracts
0.1191,19,Tract 1451.02,36081145102,Other Queens tracts
-0.1154,19,Tract 1479,36081147900,Other Queens tracts
0.1351,19,Tract 1467,36081146700,Other Queens tracts
0.0426,18.9,Tract 1181,36081118100,Other Queens tracts
-0.0838,18.9,Tract 1227.04,36081122704,Other Queens tracts
0.1035,18.9,Tract 711,36081071100,Other Queens tracts
-0.2019,18.9,Tract 1093,36081109300,Other Queens tracts
-0.0149,18.8,Tract 1333,36081133300,Other Queens tracts
0.027,18.8,Tract 769.02,36081076902,Other Queens tracts
0.084,18.8,Tract 1291.04,36081129104,Other Queens tracts
-0.1543,18.8,Tract 1097,36081109700,Other Queens tracts
0.1748,18.8,Tract 1459,36081145900,Other Queens tracts
-0.1703,18.8,Tract 454,36081045400,Other Queens tracts
0.1908,18.8,Tract 265.01,36081026501,Other Queens tracts
-0.1863,18.8,Tract 1113,36081111300,Other Queens tracts
0.2068,18.8,Tract 1529.01,36081152901,Other Queens tracts
0.0114,18.7,Tract 1291.02,36081129102,Other Queens tracts
-0.0581,18.7,Tract 263,36081026300,Other Queens tracts
0.0684,18.7,Tract 997.04,36081099704,Other Queens tracts
0.1592,18.7,Tract 717.02,36081071702,Other Queens tracts
-0.0425,18.6,Tract 479,36081047900,Other Queens tracts
-0.1079,18.6,Tract 499,36081049900,Other Queens tracts
0.1276,18.6,Tract 1429,36081142900,Other Queens tracts
-0.1239,18.6,Tract 1277,36081127700,Other Queens tracts
0.1436,18.6,Tract 249,36081024900,Other Queens tracts
-0.1399,18.6,Tract 1171,36081117100,Other Queens tracts
-0.0029,18.5,Tract 1187,36081118700,Other Queens tracts
-0.0269,18.5,Tract 1463,36081146300,Other Queens tracts
0.054,18.5,Tract 1403,36081140300,Other Queens tracts
-0.0763,18.5,Tract 1347.01,36081134701,Other Queens tracts
0.096,18.5,Tract 757.02,36081075702,Other Queens tracts
-0.0923,18.5,Tract 450,36081045000,Other Queens tracts
0.112,18.5,Tract 889.03,36081088903,Other Queens tracts
0.0384,18.4,Tract 861,36081086100,Other Queens tracts
0.0189,18.3,Tract 1047,36081104700,Other Queens tracts
0.0816,18.3,Tract 779.06,36081077906,Other Queens tracts
-0.0149,18.2,Tract 1579.01,36081157901,Other Queens tracts
0.066,18.2,Tract 1141,36081114100,Other Queens tracts
-0.0643,18.2,Tract 1059,36081105900,Other Queens tracts
0.0046,18.1,Tract 709,36081070900,Other Queens tracts
-0.0487,18.1,Tract 707,36081070700,Other Queens tracts
-0.1028,18.1,Tract 1099,36081109900,Other Queens tracts
0.1252,18.1,Tract 1203,36081120300,Other Queens tracts
0.0309,18,Tract 230,36081023000,Other Queens tracts
-0.0293,18,Tract 1175,36081117500,Other Queens tracts
0.0517,18,Tract 871,36081087100,Other Queens tracts
0.0948,17.9,Tract 731,36081073100,Other Queens tracts
-0.0885,17.9,Tract 1471,36081147100,Other Queens tracts
0.1108,17.9,Tract 1347.02,36081134702,Other Queens tracts
-0.1577,17.9,Tract 456,36081045600,Other Queens tracts
0.1801,17.9,Tract 1161,36081116100,Other Queens tracts
-0.0074,17.8,Tract 1507.01,36081150701,Other Queens tracts
0.0166,17.8,Tract 1.02,36081000102,Other Queens tracts
0.0792,17.8,Tract 1207.01,36081120701,Other Queens tracts
-0.0728,17.8,Tract 749,36081074900,Other Queens tracts
-0.0412,17.7,Tract 1377,36081137700,Other Queens tracts
0.0636,17.7,Tract 1147,36081114700,Other Queens tracts
-0.0572,17.7,Tract 1265,36081126500,Other Queens tracts
0.1337,17.7,Tract 265.02,36081026502,Other Queens tracts
-0.1273,17.7,Tract 293,36081029300,Other Queens tracts
0.1497,17.7,Tract 458,36081045800,Other Queens tracts
-0.1433,17.7,Tract 485,36081048500,Other Queens tracts
0.1657,17.7,Tract 1241,36081124100,Other Queens tracts
-0.0218,17.6,Tract 475,36081047500,Other Queens tracts
0.0442,17.6,Tract 1339,36081133900,Other Queens tracts
-0.1117,17.6,Tract 1215,36081121500,Other Queens tracts
0.0046,17.5,Tract 1409.01,36081140901,Other Queens tracts
0.0285,17.5,Tract 1159,36081115900,Other Queens tracts
0.1193,17.5,Tract 1223,36081122300,Other Queens tracts
0.0877,17.4,Tract 483.01,36081048301,Other Queens tracts
-0.0813,17.4,Tract 859,36081085900,Other Queens tracts
0.1037,17.4,Tract 1571.01,36081157101,Other Queens tracts
-0.0973,17.4,Tract 803.01,36081080301,Other Queens tracts
-0.0098,17.3,Tract 1247,36081124700,Other Queens tracts
-0.0337,17.3,Tract 1483,36081148300,Other Queens tracts
0.0561,17.3,Tract 1409.02,36081140902,Other Queens tracts
-0.0497,17.3,Tract 1579.03,36081157903,Other Queens tracts
0.0721,17.3,Tract 1529.02,36081152902,Other Queens tracts
-0.0657,17.3,Tract 869,36081086900,Other Queens tracts
0.0166,17.2,Tract 457,36081045700,Other Queens tracts
0.0418,17.1,Tract 1341,36081134100,Other Queens tracts
0.0022,17,Tract 803.02,36081080302,Other Queens tracts
-0.0218,17,Tract 1507.02,36081150702,Other Queens tracts
0.0298,16.8,Tract 1151,36081115100,Other Queens tracts
-0.0776,16.8,Tract 1579.02,36081157902,Other Queens tracts
0.0933,16.8,Tract 723,36081072300,Other Queens tracts
-0.0936,16.8,Tract 19.01,36081001901,Other Queens tracts
0.0142,16.7,Tract 1201,36081120100,Other Queens tracts
-0.0098,16.7,Tract 1441,36081144100,Other Queens tracts
0.0777,16.7,Tract 797.01,36081079701,Other Queens tracts
0.0621,16.6,Tract 1205,36081120500,Other Queens tracts
-0.0632,16.6,Tract 1157,36081115700,Other Queens tracts
-0.0316,16.5,Tract 1571.02,36081157102,Other Queens tracts
0.0465,16.5,Tract 1267,36081126700,Other Queens tracts
-0.0476,16.5,Tract 865,36081086500,Other Queens tracts
0.0022,16.4,Tract 473,36081047300,Other Queens tracts
-0.0173,16.3,Tract 1435,36081143500,Other Queens tracts
0.0322,16.3,Tract 1367,36081136700,Other Queens tracts
0.0166,16.2,Tract 853,36081085300,Other Queens tracts
-0.0053,16,Tract 33.01,36081003301,Other Queens tracts
0.0091,15.8,Tract 19.03,36081001903,Other Queens tracts
0.0251,15.8,Tract 1385.01,36081138501,Other Queens tracts
-0.014,15.5,Tract 1399,36081139900,Other Queens tracts
0.0016,15.4,Tract 1189,36081118900,Other Queens tracts
0.0159,15.2,Tract 1551.01,36081155101,Other Queens tracts
0.0039,14.9,Tract 837,36081083700,Other Queens tracts
0.0039,14.3,Tract 19.02,36081001902,Other Queens tracts
